duty_addr,duty_div,duty_div_nam,duty_emcls,duty_emcls_name,duty_eryn,duty_etc,duty_inf,duty_mapimg,duty_name,duty_tel1,duty_time1c,duty_time1s,duty_time2c,duty_time2s,duty_time3c,duty_time3s,duty_time4c,duty_time4s,duty_time5c,duty_time5s,hpid,post_cdn1,post_cdn2,rnum,wgs84Lat,wgs84Lon,duty_time6c,duty_time6s,duty_tel3,duty_time8c,duty_time8s,duty_time7c,duty_time7s
"부산광역시 해운대구 해운대로 814, 세종월드프라자 B동 4층 422호 (좌동)",C,의원,G099,응급의료기관 이외,2,"13:00 - 14:00 휴게시간 
매주 목요일 정기휴무 / 목요일 휴진은 해당 주 휴무에 따라 달라 질 수 있습니다.",,,보송소아청소년과의원,051-711-2088,1800,0900,1800,0900,1800,0900,,,1800,0900,A1206856,481,11 ,2049,35.1695768343535,129.177677812121,1300,0900,,,,,
"부산광역시 해운대구 선수촌로 58, 3층 (반여동)",N,치과의원,G099,응급의료기관 이외,2,점심 13:00~14:00,,버스정류장: 장산초등학교/ 꿈에그린아파트 옆,보스턴치과의원,051-531-2833,2100,1400,2100,1400,2100,1400,2100,1400,2100,1000,A1204970,480,39 ,2050,35.19905090593983,129.11902297081008,1300,0930,,,,,
부산광역시 기장군 기장읍 읍내로 107 (기장읍),N,치과의원,G099,응급의료기관 이외,2,,영유아구강검진/점심 13:00~14:00/열상치료안됨,버스정류장: 기장시장 서전안경점 옆 건물,보스톤치과의원,051-723-2879,1230,0900,1230,0900,1230,0900,1200,0900,1730,0900,A1202669,460,61 ,2051,35.24524209699147,129.216016462947,1230,0900,,,,,
부산광역시 동구 범일로 116 (범일동),N,치과의원,G099,응급의료기관 이외,2,점심 12:30~14:00,,1호선 범일역 1번출구/부산은행본점 맞은편 부근,보스톤치과의원,051-631-2805,1730,0930,1730,0930,1730,0930,1730,0930,1730,0930,A1203072,487,38 ,2052,35.13894984824501,129.059102473606,1300,0930,,,,,
"부산광역시 서구 구덕로 113, 3층 (충무동1가)",N,치과의원,G099,응급의료기관 이외,2,점심12:30-14:00,,1호선 자갈치역 2번출구,보스톤치과의원,051-242-2879,1800,0930,1800,0930,1800,0930,1800,0930,1630,0930,A1205139,492,53 ,2053,35.096298860772705,129.02358721912012,1100,0930,,,,,
"부산광역시 금정구 서동로 168, 3,4층 (서동)",N,치과의원,G099,응급의료기관 이외,2,"12:30~14:30 점심, 주말 유선문의 후 방문요망",,"서동 엔제리너스 건물 4층, 3층 ( 부산은행, 세웅병원 중간위치 )",보스톤플란트치과의원,051-711-2870,2030,0900,2030,0900,2030,0900,2030,0900,2030,0900,A1206692,463,27 ,2054,35.2144415558759,129.104775217186,1400,0930,,1400,0930,1400,0930
부산광역시 북구 금곡대로 166 (화명동),N,치과의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,2호선 수정역 4번출구,보스톤한치과의원,051-714-2882,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,A1202495,465,39 ,2055,35.2263613993,129.012210267,1300,0930,,,,,
부산광역시 기장군 기장읍 차성남로51번길 30,G,한의원,G099,응급의료기관 이외,2,"점심시간: 12:30~14:00(토요일,공휴일 점심없음)
매주 목요일 정기휴무",," 버스정류장: 기장중학교 맞은편/L메디컬센터 6층
인근 지하철역 동해남부선 기장역",보영한의원,051-721-8181,1900,0900,1900,0900,1900,0900,,,1900,0900,B1200188,460,66 ,2056,35.24256576842134,129.21641458341247,1300,0900,,1400,0900,,
부산광역시 동구 조방로49번길 4 (범일동),G,한의원,G099,응급의료기관 이외,2,점심12:30-14:00,,1호선 범일역 6번출구,보인한의원,051-635-2100,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,B1200027,487,38 ,2057,35.140543365253634,129.05991568072045,1800,0930,,1400,0930,,
"부산광역시 동구 중앙대로 197, 804호 (초량동)",G,한의원,G099,응급의료기관 이외,2,점심 13:00~14:00,,1호선 부산역 5번 출구,복신당한의원,051-803-8253,1930,1000,1930,1000,1930,1000,1930,1000,1930,1000,B1201475,488,16 ,2058,35.1151165783653,129.03921383624126,1930,1000,,,,,
부산광역시 기장군 일광읍 일광로 99 (일광읍),C,의원,G099,응급의료기관 이외,2,점심시간 12:30~13:30,,버스정류장: 일광수협 맞은편,복음외과의원,051-721-5055,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1200516,460,44 ,2059,35.265382224594134,129.23306795949753,1500,0900,,1230,0900,,
"부산광역시 연제구 월드컵대로 19 (연산동, 2층 일부)",N,치과의원,G099,응급의료기관 이외,2,점심 13:00-14:00 ,,3호선 물만골 지하철역 1번 출구,복음치과의원,051-853-5321,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1203322,476,03 ,2060,35.17639843177405,129.08565391029802,1300,0900,,,,,
"부산광역시 동래구 중앙대로1381번길 17, 3층 (온천동)",N,치과의원,G099,응급의료기관 이외,2,점심13-14 ,,1호선 명륜동역 5번출구/동래롯데백화점 남문 주차장 맞은편,복있는치과의원,051--552-2080,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1202632,477,28 ,2061,35.21071154857527,129.0768771382949,1300,0930,,,,,
부산광역시 동래구 동래로 161 (복천동),C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,버스정류장: 내성초등학교,복천외과의원,051-556-5310,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1200597,478,04 ,2062,35.20419722222224,129.08834722222375,1500,0900,,1300,0900,,
부산광역시 부산진구 동평로 358 5층 (양정동),G,한의원,G099,응급의료기관 이외,2,"점심시간: 13시-14시
일요일 공휴일 휴무",,"버스정류장: 양정1동 주민센터
부산광역시 교육청 인근",본가한의원,051-819-5333,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,B1201014,472,07,2063,35.17459278545586,129.06436566751762,1600,0900,,,,,
"부산광역시 영도구 태종로 93, 4층 (대교동2가)",C,의원,G099,응급의료기관 이외,2,점심 12:30~13:30,,,본데로정형외과의원,051-414-1919,1730,0730,1900,0900,1900,0900,1300,0900,1730,0730,A1206403,490,36 ,2064,35.0918455604711,129.041244255713,1300,0900,,,,,
"부산광역시 남구 수영로 345, 115동 303-1호 (대연동, 대연힐스테이푸르지오)",G,한의원,G099,응급의료기관 이외,2,"점심 12:30~14:00 (단, 토요일 점심시간 없음)","경성대부경대역 2번출구 도보 3분 대연혁신지구 상가 3층
한방신경정신과(ADHD, 틱, 불면증, 우울증, 공황장애) / 자동차보험 / 다이어트 / 성장 / 비염",2호선 경성대 부경대역 2번출구/대연힐스테이트 푸르지오 115동 상가 303-1호,본드림한의원,051-741-7588,1400,0910,1400,0910,1400,0910,1400,0910,1900,0910,B1201030,484,32 ,2065,35.13968746316792,129.10306441657858,1400,0910,,,,,
부산광역시 부산진구 범일로 129 (범천동),G,한의원,G099,응급의료기관 이외,2,2019.4.22/5.27/6.25전화-/심평원자료(+),,1호선 범일역 9번 출구 ,본디올욱당한의원,051-804-0027,2000,0930,2000,0930,2000,0930,2000,0930,1900,0930,B1200720,473,60 ,2066,35.141621854344386,129.05902571433796,1500,0930,,1500,0930,,
부산광역시 동래구 석사로 12 (사직동),G,한의원,G099,응급의료기관 이외,2,점심12:30-14:00,,버스정류장:사직사거리,본디올정흥식한의원,051-503-0224,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,B1201016,478,66 ,2067,35.198219906714186,129.06147677926847,1300,0930,,,,,
"부산광역시 연제구 아시아드대로 94 (거제동, 3층 일부)",G,한의원,G099,응급의료기관 이외,2,점심13:00-14:30,비염  피부질환  갱년기 이명 치료,3호선 종합운동장역 4번출구,본디올현대한의원,051-507-1119,1900,1430,1900,1430,1900,1430,1900,1430,1900,0930,B1200579,475,08 ,2068,35.19273888888889,129.06749166666808,1300,0930,,,,,
"부산광역시 동래구 충렬대로 413, 6층 (안락동)",C,의원,G099,응급의료기관 이외,2,"공휴일.일요일휴진
수,토요일: 오후진료없음",,지하철 동해남부선 안락역 2번 출구,본메디산부인과의원,051-525-0800,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,A1205829,477,96 ,2069,35.1968785069,129.1036168583,1300,0900,,,,,
"부산광역시 동래구 충렬대로 413, 5층 (안락동)",C,의원,G099,응급의료기관 이외,2,"평일 점심시간 없음 , 접수마감(종료20분전)

2025년 12월25일 휴진
2026년 1월1일 휴진","소아과, 가정의학과, 이비인후과, 내과 ,피부과
소아,성인 수액실
영유아검진. X-RAY
야간진료
",버스정류장: 동래한전앞,본메디조아의원,051-532-0080,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,A1205850,477,96 ,2070,35.1968785069,129.1036168583,1300,0900,,1300,0900,1300,0900
"부산광역시 동래구 충렬대로155번길 19, 2층 201호 (온천동)",G,한의원,G099,응급의료기관 이외,2,13:00 - 14:00 휴게시간,,,본바로한의원,051-710-8075,1930,0930,1930,0930,1930,0930,1930,0930,1930,0930,B1201990,477,34 ,2071,35.2057740243593,129.077099831933,1400,0930,,,,,
"부산광역시 동래구 중앙대로 1325, 이센타워 13층 (온천동)",C,의원,G099,응급의료기관 이외,2,점심시간 12:30-14:00/ 저녁시간17:00-17:30,입원실수:1,2호선 화명역 1번출구/삼한골든뷰 902호,본베베여성의원,051-714-6083,1230,0915,1230,0915,1230,0915,1230,0915,1930,0915,A1205370,477,34 ,2072,35.2053100227824,129.077530261039,1500,0915,,,,,
부산광역시 북구 금곡대로 161  (화명동),C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,영유아건강검진,2호선 수정역 1번출구 롯데카이저 앞 대동빌딩 3층,본소아청소년과의원,051-364-0078,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1201625,465,42,2073,35.22343750189893,129.00894238225715,1230,0900,,1230,0930,,
"부산광역시 수영구 수영로 637-3, 2층 (광안동)",N,치과의원,G099,응급의료기관 이외,2,점심시간 13:00~14:30,,"2,3호선 수영역 14번 출구/수영구 보건소 맞은편",본아치과의원,051-759-8083,1830,0930,1830,0930,,,2000,0930,1830,0930,A1203485,482,47 ,2074,35.16253549157437,129.11387217084274,1300,0930,,,,,
"부산광역시 연제구 아시아드대로 92, 4층 (거제동)",C,의원,G099,응급의료기관 이외,2,"점심시간 12:30 - 14:00
넷째주 토요일 휴무",,3호선 종합운동장역 4번 출구,본정신건강의학과의원,051-711-1020,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1206171,475,08 ,2075,35.1927728252542,129.067428897335,1300,0930,,,,,
부산광역시 수영구 수영로725번길 4 (수영동),C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,버스정류장: 수영우체국,본정형외과의원,051-752-1700,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1200548,482,27 ,2076,35.1688138888889,129.11860277777944,1300,0900,,,,,
"부산광역시 금정구 중앙대로 1935, 3층 (구서동)",N,치과의원,G099,응급의료기관 이외,2,"- 점심12:30-14:00
 목요일 오전/ 2,4주 토요일 휴진",,1호선 두실역 5번 출구/남산메디컬센터3층,본치과의원,051-515-7475,1800,1400,1800,1400,1800,1400,1800,1400,1800,0930,A1202674,462,30 ,2077,35.257180903961284,129.09106366420278,1300,0930,,,,,
부산광역시 서구 구덕로 195 (부민동2가),N,치과의원,G099,응급의료기관 이외,2,,점심 13:00-14:00 틀니/넷째주 토요일 휴진,1호선 토성역 2번출구,본치과의원,051-231-7528,1300,0930,1300,0930,1300,0930,1200,0930,1730,0930,A1202677,492,36 ,2078,35.102174743570814,129.01968397748152,1200,0930,,,,,
부산광역시 기장군 기장읍 차성동로 63 (기장읍),C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,버스정류장:기장성당/호암빌라 5층,본피부과의원,051-724-2227,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,A1201382,460,66 ,2079,35.2434262586141,129.21627103295629,1200,0830,,,,,
"부산광역시 동래구 온천장로 114, 허브메디타워 4,5층 (온천동)",C,의원,G099,응급의료기관 이외,2,점심 12:30~14:00,,1호선 온천장역 5번출구,봄날재활의학과의원,051-556-7575,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,A1206346,477,10 ,2080,35.2205996791384,129.084797993615,1300,0900,,,,,
"부산광역시 사상구 가야대로 276, M-square 메디컬센터 4층 (주례동)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,2호선 주례역 5번출구/버스정류장: 럭키아파트,봄내과의원,051-715-5210,1800,0900,1800,0900,1800,0900,,,1800,0900,A1205886,470,12 ,2081,35.1500381662,129.002736118,1200,0900,,,,,
"부산광역시 강서구 명지국제8로 240, 401호 (명지동)",N,치과의원,G099,응급의료기관 이외,2,점심시간:12:30-14:00,,명지농협 옆. ,봄봄어린이치과의원,051-208-8275,1800,1000,1800,1000,,,1800,1000,1800,1000,A1205379,467,26 ,2082,35.097824629874445,128.9189163070672,1300,0930,,,,,
"부산광역시 해운대구 마린시티3로 23, 벽산이오렌지프라자 229호~230호 (우동)",G,한의원,G099,응급의료기관 이외,2,점심 13:00-14:00,,2호선 동백역 1번 출구,봄봄한의원,051-731-1276,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,B1201706,481,18 ,2083,35.1566479347,129.14693197010186,1500,0930,,,,,
부산광역시 금정구 구서로 17  (구서동),C,의원,G099,응급의료기관 이외,2,점심 12:30-14:00 ,,,봄빛안과의원,051-516-8182,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1200248,462,43,2084,35.246618586314256,129.08904054962323,1300,0930,,,,,
"부산광역시 동래구 중앙대로 1523, SKHUBSKY A3동 3층 7,8,9호 (온천동)",C,의원,G099,응급의료기관 이외,2,13:00 - 14:00 휴게시간,,,봄샘소아청소년과의원,051-556-1188,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1206832,477,10 ,2085,35.2212896964575,129.08557677639,1300,0900,,,,1300,0900
"부산광역시 기장군 일광읍 해빛1로 74, 일광골드타워 503호",C,의원,G099,응급의료기관 이외,2,12:30~14:00 점심,,,봄소아청소년과의원,051-723-9943,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,A1206528,460,48 ,2086,35.2603222716962,129.222805630865,1300,0900,,,,,
"부산광역시 해운대구 해운대로 814, 세종월드프라자 216호 (좌동)",N,치과의원,G099,응급의료기관 이외,2,점심12:30~14:00,,2호선 장산역 3번출구,봄치과의원,051-704-2279,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1206299,481,11 ,2087,35.1695768343535,129.177677812121,1400,0900,,,,,
부산광역시 사하구 다대로 279 (장림동),N,치과의원,G099,응급의료기관 이외,2,점심시간 12:30~14:00 ,,1호선 장림역 4번 출구,봄치과의원,051-266-2275,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,A1202582,495,11 ,2088,35.077291056867494,128.97750544614567,1300,0900,,,,,
"부산광역시 부산진구 동평로 350, 양정현대프라자 3층 310호 (양정동)",G,한의원,G099,응급의료기관 이외,2,점심시간 13:00~14:00,,부산광역시 교육청 인근,봄한의원,051-852-0564,1300,0900,1300,0900,1300,0900,1300,0900,1800,0900,B1201642,472,06 ,2089,35.1744929569,129.0632436661,1300,0900,,,,,
"부산광역시 사상구 가야대로 278-1, 3층 (주례동)",G,한의원,G099,응급의료기관 이외,2,점심 13:00-14:30,,2호선 주례역 5번출구,봄한의원,051-321-1075,1400,0900,1400,0900,1400,0900,1400,0900,1900,0900,B1200836,470,12 ,2090,35.15015969807748,129.002988600935,1400,0900,,,,,
"부산광역시 사하구 사하로 199, 2층 (괴정동)",G,한의원,G099,응급의료기관 이외,2,점심시간 13:00~14:00,,"1호선 괴정역 4,6번출구",봄한의원,051-205-7582,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,B1201581,493,81 ,2091,35.0995142329,128.9931348772,1400,0900,,,,,
"부산광역시 해운대구 센텀3로 20, 203-1호 (우동, 벡스코 비지니스호텔)",N,치과의원,G099,응급의료기관 이외,2,점심 13:00~14:00/토요일 점심시간없음 ,,2호선 센텀시티역 3번출구,부강강치과의원,051-242-2080,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,A1202846,480,60 ,2092,35.16781201369681,129.13281858796313,1400,0930,,,,,
"부산광역시 부산진구 시민공원로19번길 7, 2층 (부암동)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,버스정류장: 부산진구청,부강내과의원,051-715-7777,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1205909,471,92 ,2093,35.163474352499996,129.05174124080133,1400,0900,,,,,
"부산광역시 해운대구 좌동순환로 505, 센트럴메디타워 307호, 308호 (중동)",C,의원,G099,응급의료기관 이외,2,점심 13:00~14:00/ 토요일 점심시간 없음,"요로결석환자 야간/공휴일 진료 가능(전화 후 방문요망)/모든피부질환, 체외충격파쇄석술, CT같은 건물내병원에있음/입원실수 없음",2호선 해운대역 1번출구,부강비뇨의학과의원,051-747-7200,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,A1201276,480,96 ,2094,35.164094585,129.1601293162,1400,0930,,,,,
부산광역시 영도구 청학로 88-1 (청학동),G,한의원,G099,응급의료기관 이외,2,"점심12:30-14:00
일요일 공휴일 휴무
",,버스정류장: 신한기공사앞 교차로,부경한의원,051-412-0106,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,B1200069,490,14 ,2095,35.09582765389881,129.06142157809703,1300,0900,,,,,
부산광역시 금정구 부곡로 101 (부곡동),G,한의원,G099,응급의료기관 이외,2,점심시간 없음,,버스정류장: 부곡상가맨션 뒤 ,부곡한의원,051-513-3232,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,B1200775,463,02 ,2096,35.225103692,129.0914832346,1700,0900,,1700,0900,,
부산광역시 남구 진남로 197 (문현동),N,치과의원,G099,응급의료기관 이외,2,점심 13-14,,버스정류장: 현대아파트1차 입구쪽,부광치과의원,051-642-2875,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,A1203175,484,17 ,2097,35.1436237951689,129.0771038487069,1500,0900,,,,,
부산광역시 사상구 백양대로 949-6 (모라동),G,한의원,G099,응급의료기관 이외,2,점심13:00-14:00/공휴일 전화 후 방문요망,,2호선 모라역 4번 출구/버스정류장: 모라중학교,부광한의원,051-314-1075,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,B1200547,469,26 ,2098,35.191300471096866,128.99157510516795,1330,0930,,1400,0930,,
부산광역시 서구 충무대로275번길 3 (충무동1가),G,한의원,G099,응급의료기관 이외,2,점심13:00-14:00,,,부민한의원,051-256-4189,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,B1200153,492,53 ,2099,35.095097222222222,129.023902777777778,1200,0900,,,,,
"부산광역시 부산진구 중앙대로 921, 전원빌딩 3,6층 (양정동)",G,한의원,G099,응급의료기관 이외,2,일요일 문의,,,부부한의원,051-865-7500,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,A1206544,472,13 ,2100,35.1724885724101,129.070525174559,1400,0900,,,,1400,0900
"부산광역시 부산진구 중앙대로 664, 201호 (부전동, 이랜드 PEER 서면)",C,의원,G099,응급의료기관 이외,2,,,,부산 맘모스헤어라인의원,051-817-7878,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,A1206619,473,00 ,2101,35.1519822072885,129.0595970727,1600,1000,,,,,
"부산광역시 남구 수영로 299, 대한결핵협회 부산광역시지부 4,5층 (대연동)",C,의원,G099,응급의료기관 이외,2,대기환자가 많으면 조기 접수 마감될수 있습니다.,점심 12:00-13:30/초등고학년부터진료가능/건강검진/외국인비자갱신/기숙사검진/외국인채용검진/일반채용검진/운전면허갱신/예방접종,"2호선 경성대, 부경대역 6번출구",부산 복십자의원,051-611-3622,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1201968,484,34 ,2102,35.13715682152542,129.09886671015596,1400,0830,,,,,
"부산광역시 부산진구 서면로 32, 18층 (부전동)",C,의원,G099,응급의료기관 이외,2,,,서면역 2번 출구에서 도보 3분 거리,부산 아트너의원,050-71403-4017,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,A1207048,472,89 ,2103,35.1536178863395,129.058076928002,1700,1000,,,,,
"부산광역시 연제구 중앙대로 1111, 7층 (연산동)",C,의원,G099,응급의료기관 이외,2,"점심 13:00~14:00
","갑상선, 유방질환에 대한 진료, 검사, 수술...",1호선 연산역 7번 출구/위드타워7층,부산갑외과의원,051-861-8765,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,A1200962,475,24 ,2104,35.18673772710021,129.08117598663853,1300,0830,,,,,
"부산광역시 해운대구 좌동순환로 6, L TOWER 8-9층 (중동)",C,의원,G099,응급의료기관 이외,2,13:00~14:00 점심,,,부산건우정형외과의원,051-710-0001,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1206515,480,82 ,2105,35.1672265004293,129.168055541782,1300,0900,,,,,
"부산광역시 북구 금곡대로285번길 19, 리버사이드빌딩 3층 301,302호 (화명동)",G,한의원,G099,응급의료기관 이외,2,주말 운영 유선문의 후 방문요망 ,,2호선 화명역 1번출구,부산경희한의원,051-362-8901,2100,0930,2100,0930,2100,0930,2100,0930,2100,0930,B1201821,465,26 ,2106,35.2337717376099,129.012324342859,1800,0930,,1800,0930,1800,0930
부산광역시 강서구 공항로811번길 10 강서브라이트센터 내 보건소,R,보건소,G099,응급의료기관 이외,2,,점심12:00-13:00/건강검진,버스정류장:대저2동 강서브라이트센터,부산광역시 강서구 보건소,051-970-3415,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,E1200005,467,20,2107,35.1802351507,128.9572976674,,,,,,,
부산광역시 금정구 중앙대로 1777  (부곡동),R,보건소,G099,응급의료기관 이외,2,,,,부산광역시 금정구 보건소,051-519-5051,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,E1200008,462,74,2108,35.2420540392893,129.092454461699,,,,,,,
부산광역시 기장군 기장읍 기장대로 560,R,보건소,G099,응급의료기관 이외,2,,,버스정류장: 기장군청,부산광역시 기장군 보건소,051-709-4795,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,E1200002,460,77 ,2109,35.2434815827191,129.222956025904,,,,,,,
부산광역시 남구 못골로 23  (대연동),R,보건소,G099,응급의료기관 이외,2,,,,부산광역시 남구 보건소,051-607-6435,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,E1200012,484,52,2110,35.13601659982905,129.08484299220711,,,,,,,
부산광역시 동구 구청로 1  (수정동),R,보건소,G099,응급의료기관 이외,2,,,,부산광역시 동구 보건소,051-440-6500,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,E1200013,487,81,2111,35.23929423095112,129.014414654006,,,,,,,
"부산광역시 동래구 명륜로187번길 56, (명륜동)",R,보건소,G099,응급의료기관 이외,2,점심시간 12-1시 ,부산광역시 동래구 보건소입니다. ,,부산광역시 동래구 보건소,051-555-4000,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,E1200014,477,41,2112,35.211452777777779,129.079925000000003,,,,,,,
부산광역시 부산진구 황령대로8번길 36 (범천동),R,보건소,G099,응급의료기관 이외,2,,,1호선 범내골 2번 출구,부산광역시 부산진구 보건소,051-645-4000,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,E1200004,473,57 ,2113,35.1462027703238,129.05990913832866,,,,,,,
부산광역시 북구 금곡대로 348 (화명동),R,보건소,G099,응급의료기관 이외,2,,,2호선 화명역 6번출구/버스정류장:화신중학교,부산광역시 북구 보건소,051-309-4500,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,E1200015,465,28 ,2114,35.239273658619254,129.0147832262101,,,,,,,
부산광역시 사상구 학감대로 242 (감전동),R,보건소,G099,응급의료기관 이외,2,,,,부산광역시 사상구 보건소,051-310-4811,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,E1200007,469,85 ,2115,35.152400000000000,128.991036111111100,,,,1300,0900,,
"부산광역시 사하구 하신중앙로 185, 사하구 제2청사, 신평2동행정복지센터 (신평동)",R,보건소,G099,응급의료기관 이외,2,,,1호선 신평역 1번출구,부산광역시 사하구 보건소,051-220-5701,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,E1200011,494,29 ,2116,35.09415650023952,128.959554068673,,,,,,,
"부산광역시 서구 부용로 30, (부용동2가)",R,보건소,G099,응급의료기관 이외,2,,,버스정류장:부민초등학교,부산광역시 서구 보건소,051-240-4851,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,E1200016,492,33,2117,35.107517429962115,129.01803050286344,,,,,,,
부산광역시 수영구 수영로 637-5 (광안동),R,보건소,G099,응급의료기관 이외,2,,,2호선 수영역 14번출구,부산광역시 수영구 보건소,051-752-4000,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,E1200009,482,47 ,2118,35.16264506349845,129.11343021761334,,,,,,,
부산광역시 연제구 연제로 2 (연산동),R,보건소,G099,응급의료기관 이외,2,,,,부산광역시 연제구 보건소,051-665-4782,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,E1200010,476,05 ,2119,35.176269444444443,129.079758333333331,,,,,,,
부산광역시 영도구 태종로 423 (청학동),R,보건소,G099,응급의료기관 이외,2,,,버스정류장:영도구보건소,부산광역시 영도구 보건소,051-419-4921,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,E1200003,490,11 ,2120,35.09017435512361,129.06801538840037,,,,,,,
부산광역시 중구 중구로 120  (대청동1가),R,보건소,G099,응급의료기관 이외,2,,,,부산광역시 중구 보건소,051-600-4741,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,E1200017,489,26,2121,35.10665068967935,129.03248019292883,,,,,,,
부산광역시 해운대구 양운로37번길 59,R,보건소,G099,응급의료기관 이외,2,,,좌동 해송초등학교 뒤편/2호선 해운대역 1번출구,부산광역시 해운대구 보건소,051-746-4000,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,E1200006,481,04,2122,35.16411401644073,129.17866025378578,,,,,,,
"부산광역시 강서구 과학산단2로20번길 5 (지사동, 지사문화회관)",R,보건소,G099,응급의료기관 이외,2,,,버스정류장: 지사문화회관,부산광역시강서구지사보건진료소,051-970-2980,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,E1200138,467,43 ,2123,35.15093124189575,128.8312897667177,,,,,,,
"부산광역시 연제구 월드컵대로 359 (거제동, 1동, 5동일부)",A,종합병원,G007,지역응급의료기관,1,"점심 12:30~13:30
",,3호선 종합운동장역 7번출구,부산광역시의료원,051-507-3000,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,A1200024,475,27 ,2124,35.187312651309654,129.05917919433943,,,051-607-2140,,,,
부산광역시 동래구 온천장로125번길 11 ,N,치과의원,G099,응급의료기관 이외,2,"점심시간 13:00-14:30/1,3,5째주 토요일 휴진/토요일은 전화후 예약
목요일 정기휴무",,1호선 온천장역 3번출구/재성빌딩 2층,부산굿모닝치과의원,051-516-2879,1830,0930,1830,0930,1830,0930,,,1830,0930,A1202861,477,08,2125,35.222217892574506,129.08450390617034,1400,0930,,,,,
부산광역시 동구 중앙대로 505 (범일동),C,의원,G099,응급의료기관 이외,2,점심 12:15~13:45/공휴일은 전화 후 방문요망,,버스정류장: 데레사여고 입구,부산김안과의원,051-646-5654,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,A1200633,487,23 ,2126,35.138282475297984,129.05614192894927,1200,0900,,,,,
"부산광역시 연제구 과정로 148, 2층 (연산동)",C,의원,G099,응급의료기관 이외,2,"점심시간 12:30-14:00
2,4,5째주 토요일 휴진","수액처치, 위대장내시경가능",버스정류장: 부산소방본부,부산내과의원,051-751-8666,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1204834,475,69 ,2127,35.18465497074117,129.10736738845793,1300,0900,,,,,
